CountryName,CountryCode,IndicatorCode,Value,Value Description,Year
Argentina,AR,AG.LND.AGRI.ZS,47.2475874139928,Agricultural land (% of land area),1969-01-01
Argentina,AR,AG.LND.AGRI.ZS,47.2231052841206,Agricultural land (% of land area),1968-01-01
Argentina,AR,AG.LND.AGRI.ZS,47.39411478830271,Agricultural land (% of land area),1967-01-01
Argentina,AR,AG.LND.AGRI.ZS,47.8490439180178,Agricultural land (% of land area),1966-01-01
Argentina,AR,AG.LND.AGRI.ZS,48.1530608143414,Agricultural land (% of land area),1965-01-01
Argentina,AR,AG.LND.AGRI.ZS,48.7073800832392,Agricultural land (% of land area),1964-01-01
Argentina,AR,AG.LND.AGRI.ZS,49.2839890524685,Agricultural land (% of land area),1963-01-01
Argentina,AR,AG.LND.AGRI.ZS,49.8536553281519,Agricultural land (% of land area),1962-01-01
Argentina,AR,AG.LND.AGRI.ZS,50.3633951963869,Agricultural land (% of land area),1961-01-01
Argentina,AR,AG.LND.AGRI.ZS,50.3633951963869,Agricultural land (% of land area),1960-01-01
Argentina,AR,SP.DYN.CBRT.IN,17.359,"Birth rate, crude (per 1,000 people)",2016-01-01
Argentina,AR,SP.DYN.CBRT.IN,17.359,"Birth rate, crude (per 1,000 people)",2015-01-01
Argentina,AR,SP.DYN.CBRT.IN,17.544,"Birth rate, crude (per 1,000 people)",2014-01-01
Argentina,AR,SP.DYN.CBRT.IN,17.715999999999998,"Birth rate, crude (per 1,000 people)",2013-01-01
Argentina,AR,SP.DYN.CBRT.IN,17.874000000000002,"Birth rate, crude (per 1,000 people)",2012-01-01
Argentina,AR,SP.DYN.CBRT.IN,18.018,"Birth rate, crude (per 1,000 people)",2011-01-01
Argentina,AR,SP.DYN.CBRT.IN,18.153,"Birth rate, crude (per 1,000 people)",2010-01-01
Argentina,AR,SP.DYN.CBRT.IN,18.283,"Birth rate, crude (per 1,000 people)",2009-01-01
Argentina,AR,SP.DYN.CBRT.IN,18.414,"Birth rate, crude (per 1,000 people)",2008-01-01
Argentina,AR,SP.DYN.CBRT.IN,18.55,"Birth rate, crude (per 1,000 people)",2007-01-01
Argentina,AR,SP.DYN.CBRT.IN,18.691,"Birth rate, crude (per 1,000 people)",2006-01-01
Argentina,AR,SP.DYN.CBRT.IN,18.833,"Birth rate, crude (per 1,000 people)",2005-01-01
Argentina,AR,SP.DYN.CBRT.IN,18.968,"Birth rate, crude (per 1,000 people)",2004-01-01
Argentina,AR,SP.DYN.CBRT.IN,19.089000000000002,"Birth rate, crude (per 1,000 people)",2003-01-01
Argentina,AR,SP.DYN.CBRT.IN,19.199,"Birth rate, crude (per 1,000 people)",2002-01-01
Argentina,AR,SP.DYN.CBRT.IN,19.302,"Birth rate, crude (per 1,000 people)",2001-01-01
Argentina,AR,SP.DYN.CBRT.IN,19.413,"Birth rate, crude (per 1,000 people)",2000-01-01
Argentina,AR,SP.DYN.CBRT.IN,19.551,"Birth rate, crude (per 1,000 people)",1999-01-01
Argentina,AR,SP.DYN.CBRT.IN,19.727,"Birth rate, crude (per 1,000 people)",1998-01-01
Argentina,AR,SP.DYN.CBRT.IN,19.948,"Birth rate, crude (per 1,000 people)",1997-01-01
Argentina,AR,SP.DYN.CBRT.IN,20.21,"Birth rate, crude (per 1,000 people)",1996-01-01
Argentina,AR,SP.DYN.CBRT.IN,20.500999999999998,"Birth rate, crude (per 1,000 people)",1995-01-01
Argentina,AR,SP.DYN.CBRT.IN,20.804000000000002,"Birth rate, crude (per 1,000 people)",1994-01-01
Argentina,AR,SP.DYN.CBRT.IN,21.096999999999998,"Birth rate, crude (per 1,000 people)",1993-01-01
Argentina,AR,SP.DYN.CBRT.IN,21.366,"Birth rate, crude (per 1,000 people)",1992-01-01
Argentina,AR,SP.DYN.CBRT.IN,21.603,"Birth rate, crude (per 1,000 people)",1991-01-01
Argentina,AR,SP.DYN.CBRT.IN,21.804000000000002,"Birth rate, crude (per 1,000 people)",1990-01-01
Argentina,AR,SP.DYN.CBRT.IN,21.967,"Birth rate, crude (per 1,000 people)",1989-01-01
Argentina,AR,SP.DYN.CBRT.IN,22.105999999999998,"Birth rate, crude (per 1,000 people)",1988-01-01
Argentina,AR,SP.DYN.CBRT.IN,22.239,"Birth rate, crude (per 1,000 people)",1987-01-01
Argentina,AR,SP.DYN.CBRT.IN,22.379,"Birth rate, crude (per 1,000 people)",1986-01-01
Argentina,AR,SP.DYN.CBRT.IN,22.563000000000002,"Birth rate, crude (per 1,000 people)",1985-01-01
Argentina,AR,SP.DYN.CBRT.IN,22.833000000000002,"Birth rate, crude (per 1,000 people)",1984-01-01
Argentina,AR,SP.DYN.CBRT.IN,23.198,"Birth rate, crude (per 1,000 people)",1983-01-01
Argentina,AR,SP.DYN.CBRT.IN,23.646,"Birth rate, crude (per 1,000 people)",1982-01-01
Argentina,AR,SP.DYN.CBRT.IN,24.145,"Birth rate, crude (per 1,000 people)",1981-01-01
Argentina,AR,SP.DYN.CBRT.IN,24.63,"Birth rate, crude (per 1,000 people)",1980-01-01
Argentina,AR,SP.DYN.CBRT.IN,25.017,"Birth rate, crude (per 1,000 people)",1979-01-01
Argentina,AR,SP.DYN.CBRT.IN,25.243000000000002,"Birth rate, crude (per 1,000 people)",1978-01-01
Argentina,AR,SP.DYN.CBRT.IN,25.273000000000003,"Birth rate, crude (per 1,000 people)",1977-01-01
Argentina,AR,SP.DYN.CBRT.IN,25.107,"Birth rate, crude (per 1,000 people)",1976-01-01
Argentina,AR,SP.DYN.CBRT.IN,24.77,"Birth rate, crude (per 1,000 people)",1975-01-01
Argentina,AR,SP.DYN.CBRT.IN,24.318,"Birth rate, crude (per 1,000 people)",1974-01-01
Argentina,AR,SP.DYN.CBRT.IN,23.833000000000002,"Birth rate, crude (per 1,000 people)",1973-01-01
Argentina,AR,SP.DYN.CBRT.IN,23.386999999999997,"Birth rate, crude (per 1,000 people)",1972-01-01
Argentina,AR,SP.DYN.CBRT.IN,23.02,"Birth rate, crude (per 1,000 people)",1971-01-01
Argentina,AR,SP.DYN.CBRT.IN,22.759,"Birth rate, crude (per 1,000 people)",1970-01-01
Argentina,AR,SP.DYN.CBRT.IN,22.61,"Birth rate, crude (per 1,000 people)",1969-01-01
Argentina,AR,SP.DYN.CBRT.IN,22.546999999999997,"Birth rate, crude (per 1,000 people)",1968-01-01
Argentina,AR,SP.DYN.CBRT.IN,22.546,"Birth rate, crude (per 1,000 people)",1967-01-01
Argentina,AR,SP.DYN.CBRT.IN,22.601999999999997,"Birth rate, crude (per 1,000 people)",1966-01-01
Argentina,AR,SP.DYN.CBRT.IN,22.709,"Birth rate, crude (per 1,000 people)",1965-01-01
Argentina,AR,SP.DYN.CBRT.IN,22.857,"Birth rate, crude (per 1,000 people)",1964-01-01
Argentina,AR,SP.DYN.CBRT.IN,23.038,"Birth rate, crude (per 1,000 people)",1963-01-01
Argentina,AR,SP.DYN.CBRT.IN,23.241999999999997,"Birth rate, crude (per 1,000 people)",1962-01-01
Argentina,AR,SP.DYN.CBRT.IN,23.459,"Birth rate, crude (per 1,000 people)",1961-01-01
Argentina,AR,SP.DYN.CBRT.IN,23.682,"Birth rate, crude (per 1,000 people)",1960-01-01
Argentina,AR,SP.POP.DPND,56.533539553221,Age dependency ratio (% of working-age population),2016-01-01
Argentina,AR,SP.POP.DPND,56.54535711666529,Age dependency ratio (% of working-age population),2015-01-01
Argentina,AR,SP.POP.DPND,56.6303426811167,Age dependency ratio (% of working-age population),2014-01-01
Argentina,AR,SP.POP.DPND,56.655281581000004,Age dependency ratio (% of working-age population),2013-01-01
Argentina,AR,SP.POP.DPND,56.662550079612,Age dependency ratio (% of working-age population),2012-01-01
Argentina,AR,SP.POP.DPND,56.737190139611904,Age dependency ratio (% of working-age population),2011-01-01
Argentina,AR,SP.POP.DPND,56.92908848599,Age dependency ratio (% of working-age population),2010-01-01
Argentina,AR,SP.POP.DPND,57.19767567529039,Age dependency ratio (% of working-age population),2009-01-01
Argentina,AR,SP.POP.DPND,57.588789863839295,Age dependency ratio (% of working-age population),2008-01-01
Argentina,AR,SP.POP.DPND,58.0536066428803,Age dependency ratio (% of working-age population),2007-01-01
Argentina,AR,SP.POP.DPND,58.4838050322024,Age dependency ratio (% of working-age population),2006-01-01
Argentina,AR,SP.POP.DPND,58.8036210100758,Age dependency ratio (% of working-age population),2005-01-01
Argentina,AR,SP.POP.DPND,59.28488346292129,Age dependency ratio (% of working-age population),2004-01-01
Argentina,AR,SP.POP.DPND,59.7148874198161,Age dependency ratio (% of working-age population),2003-01-01
Argentina,AR,SP.POP.DPND,60.111237113768,Age dependency ratio (% of working-age population),2002-01-01
Argentina,AR,SP.POP.DPND,60.5314615498935,Age dependency ratio (% of working-age population),2001-01-01
Argentina,AR,SP.POP.DPND,61.021308546687095,Age dependency ratio (% of working-age population),2000-01-01
Argentina,AR,SP.POP.DPND,61.4473315842651,Age dependency ratio (% of working-age population),1999-01-01
Argentina,AR,SP.POP.DPND,61.84499582164371,Age dependency ratio (% of working-age population),1998-01-01
Argentina,AR,SP.POP.DPND,62.2307366447345,Age dependency ratio (% of working-age population),1997-01-01
Argentina,AR,SP.POP.DPND,62.642351217877,Age dependency ratio (% of working-age population),1996-01-01
Argentina,AR,SP.POP.DPND,63.0820883472001,Age dependency ratio (% of working-age population),1995-01-01
Argentina,AR,SP.POP.DPND,63.701941432815,Age dependency ratio (% of working-age population),1994-01-01
Argentina,AR,SP.POP.DPND,64.4279850554352,Age dependency ratio (% of working-age population),1993-01-01
Argentina,AR,SP.POP.DPND,65.1538193225814,Age dependency ratio (% of working-age population),1992-01-01
Argentina,AR,SP.POP.DPND,65.6447523583876,Age dependency ratio (% of working-age population),1991-01-01
Argentina,AR,SP.POP.DPND,65.7459279501314,Age dependency ratio (% of working-age population),1990-01-01
Argentina,AR,SP.POP.DPND,66.01799866654821,Age dependency ratio (% of working-age population),1989-01-01
Argentina,AR,SP.POP.DPND,65.9176637002007,Age dependency ratio (% of working-age population),1988-01-01
Argentina,AR,SP.POP.DPND,65.5590962425745,Age dependency ratio (% of working-age population),1987-01-01
Argentina,AR,SP.POP.DPND,65.24643786077249,Age dependency ratio (% of working-age population),1986-01-01
Argentina,AR,SP.POP.DPND,65.19921055642939,Age dependency ratio (% of working-age population),1985-01-01
Argentina,AR,SP.POP.DPND,64.8322871133031,Age dependency ratio (% of working-age population),1984-01-01
Argentina,AR,SP.POP.DPND,64.5548540705859,Age dependency ratio (% of working-age population),1983-01-01
Argentina,AR,SP.POP.DPND,64.2626301952173,Age dependency ratio (% of working-age population),1982-01-01
Argentina,AR,SP.POP.DPND,63.70470440703179,Age dependency ratio (% of working-age population),1981-01-01
Argentina,AR,SP.POP.DPND,62.701431090580904,Age dependency ratio (% of working-age population),1980-01-01
Argentina,AR,SP.POP.DPND,61.906223690160395,Age dependency ratio (% of working-age population),1979-01-01
Argentina,AR,SP.POP.DPND,60.959797551509,Age dependency ratio (% of working-age population),1978-01-01
Argentina,AR,SP.POP.DPND,59.9535360158362,Age dependency ratio (% of working-age population),1977-01-01
Argentina,AR,SP.POP.DPND,59.02629879991299,Age dependency ratio (% of working-age population),1976-01-01
Argentina,AR,SP.POP.DPND,58.254526243460596,Age dependency ratio (% of working-age population),1975-01-01
Argentina,AR,SP.POP.DPND,57.875621164347294,Age dependency ratio (% of working-age population),1974-01-01
Argentina,AR,SP.POP.DPND,57.5786718771679,Age dependency ratio (% of working-age population),1973-01-01
Argentina,AR,SP.POP.DPND,57.3461728955025,Age dependency ratio (% of working-age population),1972-01-01
Argentina,AR,SP.POP.DPND,57.16244657905,Age dependency ratio (% of working-age population),1971-01-01
Argentina,AR,SP.POP.DPND,57.0204297671449,Age dependency ratio (% of working-age population),1970-01-01
Argentina,AR,SP.POP.DPND,57.035438697607,Age dependency ratio (% of working-age population),1969-01-01
Argentina,AR,SP.POP.DPND,57.108361197824,Age dependency ratio (% of working-age population),1968-01-01
Argentina,AR,SP.POP.DPND,57.196523665160896,Age dependency ratio (% of working-age population),1967-01-01
Argentina,AR,SP.POP.DPND,57.2411107081145,Age dependency ratio (% of working-age population),1966-01-01
Argentina,AR,SP.POP.DPND,57.2046520700696,Age dependency ratio (% of working-age population),1965-01-01
Argentina,AR,SP.POP.DPND,57.3043095888371,Age dependency ratio (% of working-age population),1964-01-01
Argentina,AR,SP.POP.DPND,57.3389995779424,Age dependency ratio (% of working-age population),1963-01-01
Argentina,AR,SP.POP.DPND,57.2996112451395,Age dependency ratio (% of working-age population),1962-01-01
Argentina,AR,SP.POP.DPND,57.1854994377787,Age dependency ratio (% of working-age population),1961-01-01
Argentina,AR,SP.POP.DPND,56.9972241005966,Age dependency ratio (% of working-age population),1960-01-01
Argentina,AR,NE.EXP.GNFS.ZS,12.711000860397801,Exports of goods and services (% of GDP),2016-01-01
Argentina,AR,NE.EXP.GNFS.ZS,11.0084679085148,Exports of goods and services (% of GDP),2015-01-01
Argentina,AR,NE.EXP.GNFS.ZS,14.4098189922755,Exports of goods and services (% of GDP),2014-01-01
Argentina,AR,NE.EXP.GNFS.ZS,14.6171733884386,Exports of goods and services (% of GDP),2013-01-01
Argentina,AR,NE.EXP.GNFS.ZS,16.237859462024602,Exports of goods and services (% of GDP),2012-01-01
Argentina,AR,NE.EXP.GNFS.ZS,18.4492091453155,Exports of goods and services (% of GDP),2011-01-01
Argentina,AR,NE.EXP.GNFS.ZS,18.933823405370898,Exports of goods and services (% of GDP),2010-01-01
Argentina,AR,NE.EXP.GNFS.ZS,19.5609850560818,Exports of goods and services (% of GDP),2009-01-01
Argentina,AR,NE.EXP.GNFS.ZS,22.060900382624197,Exports of goods and services (% of GDP),2008-01-01
Argentina,AR,NE.EXP.GNFS.ZS,22.6627503115066,Exports of goods and services (% of GDP),2007-01-01
Argentina,AR,NE.EXP.GNFS.ZS,23.0266946038115,Exports of goods and services (% of GDP),2006-01-01
Argentina,AR,NE.EXP.GNFS.ZS,23.245876733857603,Exports of goods and services (% of GDP),2005-01-01
Argentina,AR,NE.EXP.GNFS.ZS,23.8476194239892,Exports of goods and services (% of GDP),2004-01-01
Argentina,AR,NE.EXP.GNFS.ZS,25.9309089022757,Exports of goods and services (% of GDP),2003-01-01
Argentina,AR,NE.EXP.GNFS.ZS,28.3826540405656,Exports of goods and services (% of GDP),2002-01-01
Argentina,AR,NE.EXP.GNFS.ZS,11.579131493030697,Exports of goods and services (% of GDP),2001-01-01
Argentina,AR,NE.EXP.GNFS.ZS,10.986396203427999,Exports of goods and services (% of GDP),2000-01-01
Argentina,AR,NE.EXP.GNFS.ZS,9.82715687968877,Exports of goods and services (% of GDP),1999-01-01
Argentina,AR,NE.EXP.GNFS.ZS,10.4155150598808,Exports of goods and services (% of GDP),1998-01-01
Argentina,AR,NE.EXP.GNFS.ZS,10.560798882738801,Exports of goods and services (% of GDP),1997-01-01
Argentina,AR,NE.EXP.GNFS.ZS,10.428541639299699,Exports of goods and services (% of GDP),1996-01-01
Argentina,AR,NE.EXP.GNFS.ZS,9.68049474531719,Exports of goods and services (% of GDP),1995-01-01
Argentina,AR,NE.EXP.GNFS.ZS,7.5299098819142305,Exports of goods and services (% of GDP),1994-01-01
Argentina,AR,NE.EXP.GNFS.ZS,6.90935166055555,Exports of goods and services (% of GDP),1993-01-01
Argentina,AR,NE.EXP.GNFS.ZS,6.5981874720374,Exports of goods and services (% of GDP),1992-01-01
Argentina,AR,NE.EXP.GNFS.ZS,7.67504334832217,Exports of goods and services (% of GDP),1991-01-01
Argentina,AR,NE.EXP.GNFS.ZS,10.3595365925264,Exports of goods and services (% of GDP),1990-01-01
Argentina,AR,NE.EXP.GNFS.ZS,13.0584089085641,Exports of goods and services (% of GDP),1989-01-01
Argentina,AR,NE.EXP.GNFS.ZS,9.531612972934038,Exports of goods and services (% of GDP),1988-01-01
Argentina,AR,NE.EXP.GNFS.ZS,7.873205813400309,Exports of goods and services (% of GDP),1987-01-01
Argentina,AR,NE.EXP.GNFS.ZS,8.16197754429543,Exports of goods and services (% of GDP),1986-01-01
Argentina,AR,NE.EXP.GNFS.ZS,11.736098020735199,Exports of goods and services (% of GDP),1985-01-01
Argentina,AR,NE.EXP.GNFS.ZS,7.5898953117887995,Exports of goods and services (% of GDP),1984-01-01
Argentina,AR,NE.EXP.GNFS.ZS,9.15152068682071,Exports of goods and services (% of GDP),1983-01-01
Argentina,AR,NE.EXP.GNFS.ZS,9.09049307859512,Exports of goods and services (% of GDP),1982-01-01
Argentina,AR,NE.EXP.GNFS.ZS,6.9210494803617,Exports of goods and services (% of GDP),1981-01-01
Argentina,AR,NE.EXP.GNFS.ZS,5.061972680966309,Exports of goods and services (% of GDP),1980-01-01
Argentina,AR,NE.EXP.GNFS.ZS,6.51091546668746,Exports of goods and services (% of GDP),1979-01-01
Argentina,AR,NE.EXP.GNFS.ZS,8.6083899381245,Exports of goods and services (% of GDP),1978-01-01
Argentina,AR,NE.EXP.GNFS.ZS,9.6158924127723,Exports of goods and services (% of GDP),1977-01-01
Argentina,AR,NE.EXP.GNFS.ZS,9.17538829665278,Exports of goods and services (% of GDP),1976-01-01
Argentina,AR,NE.EXP.GNFS.ZS,5.82405179865594,Exports of goods and services (% of GDP),1975-01-01
Argentina,AR,NE.EXP.GNFS.ZS,6.902570797609901,Exports of goods and services (% of GDP),1974-01-01
Argentina,AR,NE.EXP.GNFS.ZS,7.61266772119213,Exports of goods and services (% of GDP),1973-01-01
Argentina,AR,NE.EXP.GNFS.ZS,7.197765839083519,Exports of goods and services (% of GDP),1972-01-01
Argentina,AR,NE.EXP.GNFS.ZS,6.00723288128889,Exports of goods and services (% of GDP),1971-01-01
Argentina,AR,NE.EXP.GNFS.ZS,5.6015666760039995,Exports of goods and services (% of GDP),1970-01-01
Argentina,AR,NE.EXP.GNFS.ZS,6.3987133165299,Exports of goods and services (% of GDP),1969-01-01
Argentina,AR,NE.EXP.GNFS.ZS,6.484453462775151,Exports of goods and services (% of GDP),1968-01-01
Argentina,AR,NE.EXP.GNFS.ZS,7.4955962262493,Exports of goods and services (% of GDP),1967-01-01
Argentina,AR,NE.EXP.GNFS.ZS,6.65291738359955,Exports of goods and services (% of GDP),1966-01-01
Argentina,AR,NE.EXP.GNFS.ZS,6.22587443766796,Exports of goods and services (% of GDP),1965-01-01
Argentina,AR,NE.EXP.GNFS.ZS,5.56371560478508,Exports of goods and services (% of GDP),1964-01-01
Argentina,AR,NE.EXP.GNFS.ZS,7.89045420262462,Exports of goods and services (% of GDP),1963-01-01
Argentina,AR,NE.EXP.GNFS.ZS,4.691842758998309,Exports of goods and services (% of GDP),1962-01-01
Argentina,AR,NE.EXP.GNFS.ZS,5.9949469947787,Exports of goods and services (% of GDP),1961-01-01
Argentina,AR,NE.EXP.GNFS.ZS,7.60404910825644,Exports of goods and services (% of GDP),1960-01-01
Argentina,AR,NY.GDP.MKTP.CD,545866164478.053,GDP (current US$),2016-01-01
Argentina,AR,NY.GDP.MKTP.CD,584711485367.2671,GDP (current US$),2015-01-01
Argentina,AR,NY.GDP.MKTP.CD,526319673731.63794,GDP (current US$),2014-01-01
Argentina,AR,NY.GDP.MKTP.CD,552025140252.246,GDP (current US$),2013-01-01
Argentina,AR,NY.GDP.MKTP.CD,545982375701.128,GDP (current US$),2012-01-01
Argentina,AR,NY.GDP.MKTP.CD,530163281574.65796,GDP (current US$),2011-01-01
Argentina,AR,NY.GDP.MKTP.CD,423627422092.49,GDP (current US$),2010-01-01
Argentina,AR,NY.GDP.MKTP.CD,332976484577.61896,GDP (current US$),2009-01-01
Argentina,AR,NY.GDP.MKTP.CD,361558037110.419,GDP (current US$),2008-01-01
Argentina,AR,NY.GDP.MKTP.CD,287530508430.568,GDP (current US$),2007-01-01
Argentina,AR,NY.GDP.MKTP.CD,232557260817.308,GDP (current US$),2006-01-01
Argentina,AR,NY.GDP.MKTP.CD,198737095012.28198,GDP (current US$),2005-01-01
Argentina,AR,NY.GDP.MKTP.CD,164657930452.787,GDP (current US$),2004-01-01
Argentina,AR,NY.GDP.MKTP.CD,127586973492.17699,GDP (current US$),2003-01-01
Argentina,AR,NY.GDP.MKTP.CD,97724004251.8602,GDP (current US$),2002-01-01
Argentina,AR,NY.GDP.MKTP.CD,268696750000.0,GDP (current US$),2001-01-01
Argentina,AR,NY.GDP.MKTP.CD,284203750000.0,GDP (current US$),2000-01-01
Argentina,AR,NY.GDP.MKTP.CD,283523000000.0,GDP (current US$),1999-01-01
Argentina,AR,NY.GDP.MKTP.CD,298948250000.0,GDP (current US$),1998-01-01
Argentina,AR,NY.GDP.MKTP.CD,292859000000.0,GDP (current US$),1997-01-01
Argentina,AR,NY.GDP.MKTP.CD,272149750000.0,GDP (current US$),1996-01-01
Argentina,AR,NY.GDP.MKTP.CD,258031750000.0,GDP (current US$),1995-01-01
Argentina,AR,NY.GDP.MKTP.CD,257440000000.0,GDP (current US$),1994-01-01
Argentina,AR,NY.GDP.MKTP.CD,236741715015.015,GDP (current US$),1993-01-01
Argentina,AR,NY.GDP.MKTP.CD,228788617201.696,GDP (current US$),1992-01-01
Argentina,AR,NY.GDP.MKTP.CD,189719984268.485,GDP (current US$),1991-01-01
Argentina,AR,NY.GDP.MKTP.CD,141352368714.691,GDP (current US$),1990-01-01
Argentina,AR,NY.GDP.MKTP.CD,76636898036.4712,GDP (current US$),1989-01-01
Argentina,AR,NY.GDP.MKTP.CD,126206817196.091,GDP (current US$),1988-01-01
Argentina,AR,NY.GDP.MKTP.CD,111106191358.19699,GDP (current US$),1987-01-01
Argentina,AR,NY.GDP.MKTP.CD,110934442762.694,GDP (current US$),1986-01-01
Argentina,AR,NY.GDP.MKTP.CD,88416668900.2596,GDP (current US$),1985-01-01
Argentina,AR,NY.GDP.MKTP.CD,79092001998.032,GDP (current US$),1984-01-01
Argentina,AR,NY.GDP.MKTP.CD,103979106777.911,GDP (current US$),1983-01-01
Argentina,AR,NY.GDP.MKTP.CD,84307486836.724,GDP (current US$),1982-01-01
Argentina,AR,NY.GDP.MKTP.CD,78676842366.4213,GDP (current US$),1981-01-01
Argentina,AR,NY.GDP.MKTP.CD,76961923741.9478,GDP (current US$),1980-01-01
Argentina,AR,NY.GDP.MKTP.CD,69252328953.3789,GDP (current US$),1979-01-01
Argentina,AR,NY.GDP.MKTP.CD,58082870156.2634,GDP (current US$),1978-01-01
Argentina,AR,NY.GDP.MKTP.CD,56781000100.9448,GDP (current US$),1977-01-01
Argentina,AR,NY.GDP.MKTP.CD,51169499890.7722,GDP (current US$),1976-01-01
Argentina,AR,NY.GDP.MKTP.CD,52438647921.9226,GDP (current US$),1975-01-01
Argentina,AR,NY.GDP.MKTP.CD,72436777342.4554,GDP (current US$),1974-01-01
Argentina,AR,NY.GDP.MKTP.CD,52544000116.9037,GDP (current US$),1973-01-01
Argentina,AR,NY.GDP.MKTP.CD,34733000536.2862,GDP (current US$),1972-01-01
Argentina,AR,NY.GDP.MKTP.CD,33293199095.4881,GDP (current US$),1971-01-01
Argentina,AR,NY.GDP.MKTP.CD,31584210365.5447,GDP (current US$),1970-01-01
